f 1m 1f 2m 2f jL0200m jL0200f jL0100m jL0100f jV0200m jV0200f 
7.53142 0.0994861 -83.6535 1 -0 0.110565 -84.8641 0.0994861 96.3465 0.110565 95.1359 
7.5488 0.0992599 -83.668 1 -0 0.110313 -84.8759 0.0992599 96.332 0.110313 95.1241 
7.56622 0.0990341 -83.6825 1 -0 0.110062 -84.8875 0.0990341 96.3175 0.110062 95.1125 
7.58368 0.0988089 -83.6969 1 -0 0.109812 -84.8992 0.0988089 96.3031 0.109812 95.1008 
7.60118 0.0985841 -83.7113 1 -0 0.109562 -84.9108 0.0985841 96.2887 0.109562 95.0892 
7.61872 0.0983599 -83.7257 1 -0 0.109313 -84.9224 0.0983599 96.2743 0.109313 95.0776 
7.6363 0.0981361 -83.74 1 -0 0.109064 -84.934 0.0981361 96.26 0.109064 95.066 
7.65392 0.0979129 -83.7543 1 -0 0.108816 -84.9455 0.0979129 96.2457 0.108816 95.0545 
7.67158 0.0976901 -83.7686 1 -0 0.108568 -84.9571 0.0976901 96.2314 0.108568 95.0429 
7.68928 0.0974678 -83.7828 1 -0 0.108321 -84.9686 0.0974678 96.2172 0.108321 95.0314 
7.70703 0.0972461 -83.797 1 -0 0.108074 -84.98 0.0972461 96.203 0.108074 95.02 
7.72481 0.0970248 -83.8112 1 -0 0.107828 -84.9915 0.0970248 96.1888 0.107828 95.0085 
7.74264 0.096804 -83.8253 1 -0 0.107583 -85.0029 0.096804 96.1747 0.107583 94.9971 
7.7605 0.0965837 -83.8394 1 -0 0.107338 -85.0143 0.0965837 96.1606 0.107338 94.9857 
7.77841 0.0963639 -83.8535 1 -0 0.107093 -85.0257 0.0963639 96.1465 0.107093 94.9743 
7.79636 0.0961446 -83.8675 1 -0 0.10685 -85.037 0.0961446 96.1325 0.10685 94.963 
7.81435 0.0959257 -83.8816 1 -0 0.106606 -85.0483 0.0959257 96.1184 0.106606 94.9517 
7.83238 0.0957074 -83.8955 1 -0 0.106364 -85.0596 0.0957074 96.1045 0.106364 94.9404 
7.85046 0.0954895 -83.9095 1 -0 0.106121 -85.0709 0.0954895 96.0905 0.106121 94.9291 
7.86857 0.0952722 -83.9234 1 -0 0.10588 -85.0821 0.0952722 96.0766 0.10588 94.9179 
7.88673 0.0950553 -83.9373 1 -0 0.105638 -85.0934 0.0950553 96.0627 0.105638 94.9066 
7.90493 0.0948389 -83.9511 1 -0 0.105398 -85.1046 0.0948389 96.0489 0.105398 94.8954 
7.92317 0.094623 -83.965 1 -0 0.105158 -85.1157 0.094623 96.035 0.105158 94.8843 
7.94145 0.0944075 -83.9788 1 -0 0.104918 -85.1269 0.0944075 96.0212 0.104918 94.8731 
7.95978 0.0941925 -83.9925 1 -0 0.104679 -85.138 0.0941925 96.0075 0.104679 94.862 
7.97814 0.0939781 -84.0062 1 -0 0.104441 -85.1491 0.0939781 95.9938 0.104441 94.8509 
7.99655 0.093764 -84.0199 1 -0 0.104203 -85.1601 0.093764 95.9801 0.104203 94.8399 
8.01501 0.0935505 -84.0336 1 -0 0.103966 -85.1712 0.0935505 95.9664 0.103966 94.8288 
8.0335 0.0933375 -84.0472 1 -0 0.103729 -85.1822 0.0933375 95.9528 0.103729 94.8178 
8.05204 0.0931249 -84.0609 1 -0 0.103492 -85.1932 0.0931249 95.9391 0.103492 94.8068 
8.07062 0.0929128 -84.0744 1 -0 0.103256 -85.2042 0.0929128 95.9256 0.103256 94.7958 
8.08924 0.0927011 -84.088 1 -0 0.103021 -85.2151 0.0927011 95.912 0.103021 94.7849 
8.10791 0.09249 -84.1015 1 -0 0.102786 -85.226 0.09249 95.8985 0.102786 94.774 
8.12662 0.0922793 -84.115 1 -0 0.102552 -85.2369 0.0922793 95.885 0.102552 94.7631 
8.14537 0.0920691 -84.1284 1 -0 0.102318 -85.2478 0.0920691 95.8716 0.102318 94.7522 
8.16417 0.0918593 -84.1419 1 -0 0.102085 -85.2587 0.0918593 95.8581 0.102085 94.7413 
8.18301 0.09165 -84.1552 1 -0 0.101853 -85.2695 0.09165 95.8448 0.101853 94.7305 
8.20189 0.0914412 -84.1686 1 -0 0.10162 -85.2803 0.0914412 95.8314 0.10162 94.7197 
8.22082 0.0912328 -84.1819 1 -0 0.101389 -85.2911 0.0912328 95.8181 0.101389 94.7089 
8.23979 0.091025 -84.1952 1 -0 0.101158 -85.3018 0.091025 95.8048 0.101158 94.6982 
8.2588 0.0908175 -84.2085 1 -0 0.100927 -85.3125 0.0908175 95.7915 0.100927 94.6875 
8.27786 0.0906106 -84.2218 1 -0 0.100697 -85.3232 0.0906106 95.7782 0.100697 94.6768 
8.29696 0.0904041 -84.235 1 -0 0.100467 -85.3339 0.0904041 95.765 0.100467 94.6661 
8.3161 0.090198 -84.2482 1 -0 0.100238 -85.3446 0.090198 95.7518 0.100238 94.6554 
8.33529 0.0899925 -84.2613 1 -0 0.10001 -85.3552 0.0899925 95.7387 0.10001 94.6448 
8.35453 0.0897873 -84.2744 1 -0 0.0997818 -85.3658 0.0897873 95.7256 0.0997818 94.6342 
8.37381 0.0895827 -84.2875 1 -0 0.0995543 -85.3764 0.0895827 95.7125 0.0995543 94.6236 
8.39313 0.0893785 -84.3006 1 -0 0.0993273 -85.3869 0.0893785 95.6994 0.0993273 94.6131 
8.4125 0.0891747 -84.3136 1 -0 0.0991008 -85.3975 0.0891747 95.6864 0.0991008 94.6025 
8.43191 0.0889714 -84.3266 1 -0 0.0988747 -85.408 0.0889714 95.6734 0.0988747 94.592 
8.45137 0.0887686 -84.3396 1 -0 0.0986493 -85.4185 0.0887686 95.6604 0.0986493 94.5815 
8.47087 0.0885662 -84.3526 1 -0 0.0984243 -85.4289 0.0885662 95.6474 0.0984243 94.5711 
8.49042 0.0883643 -84.3655 1 -0 0.0981998 -85.4394 0.0883643 95.6345 0.0981998 94.5606 
8.51001 0.0881628 -84.3784 1 -0 0.0979758 -85.4498 0.0881628 95.6216 0.0979758 94.5502 
8.52964 0.0879618 -84.3912 1 -0 0.0977523 -85.4602 0.0879618 95.6088 0.0977523 94.5398 
8.54933 0.0877612 -84.4041 1 -0 0.0975293 -85.4706 0.0877612 95.5959 0.0975293 94.5294 
8.56906 0.087561 -84.4169 1 -0 0.0973068 -85.4809 0.087561 95.5831 0.0973068 94.5191 
8.58883 0.0873614 -84.4296 1 -0 0.0970848 -85.4912 0.0873614 95.5704 0.0970848 94.5088 
8.60865 0.0871621 -84.4424 1 -0 0.0968634 -85.5015 0.0871621 95.5576 0.0968634 94.4985 
8.62851 0.0869633 -84.4551 1 -0 0.0966424 -85.5118 0.0869633 95.5449 0.0966424 94.4882 
8.64842 0.086765 -84.4678 1 -0 0.0964219 -85.5221 0.086765 95.5322 0.0964219 94.4779 
8.66838 0.0865671 -84.4804 1 -0 0.0962019 -85.5323 0.0865671 95.5196 0.0962019 94.4677 
8.68838 0.0863696 -84.4931 1 -0 0.0959823 -85.5425 0.0863696 95.5069 0.0959823 94.4575 
8.70843 0.0861726 -84.5057 1 -0 0.0957633 -85.5527 0.0861726 95.4943 0.0957633 94.4473 
8.72853 0.085976 -84.5182 1 -0 0.0955448 -85.5628 0.085976 95.4818 0.0955448 94.4372 
8.74867 0.0857799 -84.5308 1 -0 0.0953268 -85.573 0.0857799 95.4692 0.0953268 94.427 
8.76886 0.0855842 -84.5433 1 -0 0.0951092 -85.5831 0.0855842 95.4567 0.0951092 94.4169 
8.78909 0.0853889 -84.5558 1 -0 0.0948921 -85.5932 0.0853889 95.4442 0.0948921 94.4068 
8.80937 0.0851941 -84.5682 1 -0 0.0946756 -85.6033 0.0851941 95.4318 0.0946756 94.3967 
8.8297 0.0849997 -84.5807 1 -0 0.0944595 -85.6133 0.0849997 95.4193 0.0944595 94.3867 
8.85007 0.0848058 -84.5931 1 -0 0.0942439 -85.6233 0.0848058 95.4069 0.0942439 94.3767 
8.8705 0.0846123 -84.6054 1 -0 0.0940288 -85.6333 0.0846123 95.3946 0.0940288 94.3667 
8.89097 0.0844192 -84.6178 1 -0 0.0938141 -85.6433 0.0844192 95.3822 0.0938141 94.3567 
8.91148 0.0842265 -84.6301 1 -0 0.0936 -85.6533 0.0842265 95.3699 0.0936 94.3467 
8.93205 0.0840343 -84.6424 1 -0 0.0933863 -85.6632 0.0840343 95.3576 0.0933863 94.3368 
8.95266 0.0838425 -84.6547 1 -0 0.0931731 -85.6731 0.0838425 95.3453 0.0931731 94.3269 
8.97332 0.0836512 -84.6669 1 -0 0.0929604 -85.683 0.0836512 95.3331 0.0929604 94.317 
8.99402 0.0834602 -84.6791 1 -0 0.0927481 -85.6929 0.0834602 95.3209 0.0927481 94.3071 
9.01478 0.0832697 -84.6913 1 -0 0.0925364 -85.7027 0.0832697 95.3087 0.0925364 94.2973 
9.03558 0.0830797 -84.7034 1 -0 0.0923251 -85.7126 0.0830797 95.2966 0.0923251 94.2874 
9.05643 0.08289 -84.7156 1 -0 0.0921143 -85.7224 0.08289 95.2844 0.0921143 94.2776 
9.07733 0.0827008 -84.7277 1 -0 0.0919039 -85.7321 0.0827008 95.2723 0.0919039 94.2679 
9.09827 0.082512 -84.7397 1 -0 0.091694 -85.7419 0.082512 95.2603 0.091694 94.2581 
9.11927 0.0823236 -84.7518 1 -0 0.0914846 -85.7516 0.0823236 95.2482 0.0914846 94.2484 
9.14031 0.0821357 -84.7638 1 -0 0.0912757 -85.7614 0.0821357 95.2362 0.0912757 94.2386 
9.1614 0.0819482 -84.7758 1 -0 0.0910673 -85.771 0.0819482 95.2242 0.0910673 94.229 
9.18254 0.0817611 -84.7877 1 -0 0.0908593 -85.7807 0.0817611 95.2123 0.0908593 94.2193 
9.20373 0.0815744 -84.7997 1 -0 0.0906518 -85.7904 0.0815744 95.2003 0.0906518 94.2096 
9.22497 0.0813881 -84.8116 1 -0 0.0904447 -85.8 0.0813881 95.1884 0.0904447 94.2 
9.24626 0.0812023 -84.8235 1 -0 0.0902381 -85.8096 0.0812023 95.1765 0.0902381 94.1904 
9.26759 0.0810168 -84.8353 1 -0 0.090032 -85.8192 0.0810168 95.1647 0.090032 94.1808 
9.28898 0.0808318 -84.8471 1 -0 0.0898263 -85.8287 0.0808318 95.1529 0.0898263 94.1713 
9.31041 0.0806472 -84.8589 1 -0 0.0896211 -85.8383 0.0806472 95.1411 0.0896211 94.1617 
9.3319 0.080463 -84.8707 1 -0 0.0894164 -85.8478 0.080463 95.1293 0.0894164 94.1522 
9.35343 0.0802793 -84.8825 1 -0 0.0892121 -85.8573 0.0802793 95.1175 0.0892121 94.1427 
9.37502 0.0800959 -84.8942 1 -0 0.0890083 -85.8668 0.0800959 95.1058 0.0890083 94.1332 
9.39665 0.079913 -84.9059 1 -0 0.0888049 -85.8762 0.079913 95.0941 0.0888049 94.1238 
9.41833 0.0797304 -84.9175 1 -0 0.088602 -85.8857 0.0797304 95.0825 0.088602 94.1143 
9.44006 0.0795483 -84.9292 1 -0 0.0883996 -85.8951 0.0795483 95.0708 0.0883996 94.1049 
9.46185 0.0793666 -84.9408 1 -0 0.0881976 -85.9045 0.0793666 95.0592 0.0881976 94.0955 
9.48368 0.0791853 -84.9524 1 -0 0.0879961 -85.9138 0.0791853 95.0476 0.0879961 94.0862 
9.50557 0.0790044 -84.9639 1 -0 0.087795 -85.9232 0.0790044 95.0361 0.087795 94.0768 
9.5275 0.0788239 -84.9755 1 -0 0.0875943 -85.9325 0.0788239 95.0245 0.0875943 94.0675 
9.54949 0.0786438 -84.987 1 -0 0.0873942 -85.9418 0.0786438 95.013 0.0873942 94.0582 
9.57152 0.0784641 -84.9985 1 -0 0.0871944 -85.9511 0.0784641 95.0015 0.0871944 94.0489 
9.59361 0.0782849 -85.0099 1 -0 0.0869952 -85.9604 0.0782849 94.9901 0.0869952 94.0396 
9.61575 0.078106 -85.0214 1 -0 0.0867963 -85.9696 0.078106 94.9786 0.0867963 94.0304 
9.63793 0.0779275 -85.0328 1 -0 0.086598 -85.9788 0.0779275 94.9672 0.086598 94.0212 
9.66017 0.0777495 -85.0441 1 -0 0.0864 -85.988 0.0777495 94.9559 0.0864 94.012 
9.68247 0.0775718 -85.0555 1 -0 0.0862025 -85.9972 0.0775718 94.9445 0.0862025 94.0028 
9.70481 0.0773945 -85.0668 1 -0 0.0860055 -86.0064 0.0773945 94.9332 0.0860055 93.9936 
9.7272 0.0772177 -85.0781 1 -0 0.0858089 -86.0155 0.0772177 94.9219 0.0858089 93.9845 
9.74965 0.0770412 -85.0894 1 -0 0.0856127 -86.0246 0.0770412 94.9106 0.0856127 93.9754 
9.77215 0.0768651 -85.1006 1 -0 0.085417 -86.0337 0.0768651 94.8994 0.085417 93.9663 
9.7947 0.0766895 -85.1119 1 -0 0.0852217 -86.0428 0.0766895 94.8881 0.0852217 93.9572 
9.8173 0.0765142 -85.1231 1 -0 0.0850269 -86.0518 0.0765142 94.8769 0.0850269 93.9482 
9.83995 0.0763393 -85.1342 1 -0 0.0848325 -86.0609 0.0763393 94.8658 0.0848325 93.9391 
9.86266 0.0761648 -85.1454 1 -0 0.0846386 -86.0699 0.0761648 94.8546 0.0846386 93.9301 
9.88542 0.0759907 -85.1565 1 -0 0.0844451 -86.0789 0.0759907 94.8435 0.0844451 93.9211 
9.90823 0.075817 -85.1676 1 -0 0.084252 -86.0879 0.075817 94.8324 0.084252 93.9121 
9.93109 0.0756437 -85.1787 1 -0 0.0840593 -86.0968 0.0756437 94.8213 0.0840593 93.9032 
9.95401 0.0754708 -85.1897 1 -0 0.0838671 -86.1058 0.0754708 94.8103 0.0838671 93.8942 
9.97698 0.0752982 -85.2008 1 -0 0.0836753 -86.1147 0.0752982 94.7992 0.0836753 93.8853 
10 0.0751261 -85.2118 1 -0 0.083484 -86.1236 0.0751261 94.7882 0.083484 93.8764 
10.0231 0.0749543 -85.2227 1 -0 0.0832931 -86.1324 0.0749543 94.7773 0.0832931 93.8676 
10.0462 0.0747829 -85.2337 1 -0 0.0831026 -86.1413 0.0747829 94.7663 0.0831026 93.8587 
10.0694 0.074612 -85.2446 1 -0 0.0829125 -86.1501 0.074612 94.7554 0.0829125 93.8499 
10.0926 0.0744414 -85.2555 1 -0 0.0827229 -86.1589 0.0744414 94.7445 0.0827229 93.8411 
10.1159 0.0742712 -85.2664 1 -0 0.0825337 -86.1677 0.0742712 94.7336 0.0825337 93.8323 
10.1393 0.0741013 -85.2772 1 -0 0.0823449 -86.1765 0.0741013 94.7228 0.0823449 93.8235 
10.1627 0.0739319 -85.288 1 -0 0.0821566 -86.1853 0.0739319 94.712 0.0821566 93.8147 
10.1861 0.0737628 -85.2988 1 -0 0.0819687 -86.194 0.0737628 94.7012 0.0819687 93.806 
10.2096 0.0735941 -85.3096 1 -0 0.0817812 -86.2027 0.0735941 94.6904 0.0817812 93.7973 
10.2332 0.0734258 -85.3204 1 -0 0.0815941 -86.2114 0.0734258 94.6796 0.0815941 93.7886 
10.2568 0.0732579 -85.3311 1 -0 0.0814075 -86.2201 0.0732579 94.6689 0.0814075 93.7799 
10.2804 0.0730904 -85.3418 1 -0 0.0812212 -86.2287 0.0730904 94.6582 0.0812212 93.7713 
10.3042 0.0729232 -85.3525 1 -0 0.0810354 -86.2374 0.0729232 94.6475 0.0810354 93.7626 
10.3279 0.0727564 -85.3631 1 -0 0.0808501 -86.246 0.0727564 94.6369 0.0808501 93.754 
10.3518 0.07259 -85.3738 1 -0 0.0806651 -86.2546 0.07259 94.6262 0.0806651 93.7454 
10.3757 0.072424 -85.3844 1 -0 0.0804805 -86.2632 0.072424 94.6156 0.0804805 93.7368 
10.3996 0.0722583 -85.3949 1 -0 0.0802964 -86.2717 0.0722583 94.6051 0.0802964 93.7283 
10.4236 0.072093 -85.4055 1 -0 0.0801127 -86.2803 0.072093 94.5945 0.0801127 93.7197 
10.4477 0.0719281 -85.416 1 -0 0.0799294 -86.2888 0.0719281 94.584 0.0799294 93.7112 
10.4718 0.0717636 -85.4265 1 -0 0.0797465 -86.2973 0.0717636 94.5735 0.0797465 93.7027 
10.4959 0.0715994 -85.437 1 -0 0.079564 -86.3058 0.0715994 94.563 0.079564 93.6942 
10.5202 0.0714356 -85.4475 1 -0 0.079382 -86.3142 0.0714356 94.5525 0.079382 93.6858 
10.5444 0.0712722 -85.4579 1 -0 0.0792003 -86.3227 0.0712722 94.5421 0.0792003 93.6773 
10.5688 0.0711091 -85.4683 1 -0 0.0790191 -86.3311 0.0711091 94.5317 0.0790191 93.6689 
10.5931 0.0709464 -85.4787 1 -0 0.0788382 -86.3395 0.0709464 94.5213 0.0788382 93.6605 
10.6176 0.0707841 -85.4891 1 -0 0.0786578 -86.3479 0.0707841 94.5109 0.0786578 93.6521 
10.6421 0.0706221 -85.4994 1 -0 0.0784778 -86.3562 0.0706221 94.5006 0.0784778 93.6438 
10.6666 0.0704605 -85.5097 1 -0 0.0782982 -86.3646 0.0704605 94.4903 0.0782982 93.6354 
10.6913 0.0702993 -85.52 1 -0 0.078119 -86.3729 0.0702993 94.48 0.078119 93.6271 
10.7159 0.0701385 -85.5303 1 -0 0.0779402 -86.3812 0.0701385 94.4697 0.0779402 93.6188 
10.7407 0.069978 -85.5406 1 -0 0.0777618 -86.3895 0.069978 94.4594 0.0777618 93.6105 
10.7654 0.0698178 -85.5508 1 -0 0.0775838 -86.3978 0.0698178 94.4492 0.0775838 93.6022 
10.7903 0.069658 -85.561 1 -0 0.0774062 -86.406 0.069658 94.439 0.0774062 93.594 
10.8152 0.0694986 -85.5712 1 -0 0.0772291 -86.4143 0.0694986 94.4288 0.0772291 93.5857 
10.8401 0.0693396 -85.5813 1 -0 0.0770523 -86.4225 0.0693396 94.4187 0.0770523 93.5775 
10.8652 0.0691809 -85.5915 1 -0 0.0768759 -86.4307 0.0691809 94.4085 0.0768759 93.5693 
10.8902 0.0690226 -85.6016 1 -0 0.0766999 -86.4389 0.0690226 94.3984 0.0766999 93.5611 
10.9154 0.0688646 -85.6117 1 -0 0.0765243 -86.447 0.0688646 94.3883 0.0765243 93.553 
10.9405 0.068707 -85.6217 1 -0 0.0763492 -86.4552 0.068707 94.3783 0.0763492 93.5448 
10.9658 0.0685497 -85.6318 1 -0 0.0761744 -86.4633 0.0685497 94.3682 0.0761744 93.5367 
10.9911 0.0683928 -85.6418 1 -0 0.076 -86.4714 0.0683928 94.3582 0.076 93.5286 
11.0165 0.0682363 -85.6518 1 -0 0.075826 -86.4795 0.0682363 94.3482 0.075826 93.5205 
11.0419 0.0680801 -85.6617 1 -0 0.0756524 -86.4875 0.0680801 94.3383 0.0756524 93.5125 
11.0674 0.0679242 -85.6717 1 -0 0.0754791 -86.4956 0.0679242 94.3283 0.0754791 93.5044 
11.0929 0.0677687 -85.6816 1 -0 0.0753063 -86.5036 0.0677687 94.3184 0.0753063 93.4964 
11.1185 0.0676136 -85.6915 1 -0 0.0751339 -86.5116 0.0676136 94.3085 0.0751339 93.4884 
11.1442 0.0674588 -85.7014 1 -0 0.0749619 -86.5196 0.0674588 94.2986 0.0749619 93.4804 
11.1699 0.0673044 -85.7113 1 -0 0.0747902 -86.5276 0.0673044 94.2887 0.0747902 93.4724 
11.1956 0.0671503 -85.7211 1 -0 0.074619 -86.5356 0.0671503 94.2789 0.074619 93.4644 
11.2215 0.0669965 -85.7309 1 -0 0.0744481 -86.5435 0.0669965 94.2691 0.0744481 93.4565 
11.2474 0.0668431 -85.7407 1 -0 0.0742776 -86.5514 0.0668431 94.2593 0.0742776 93.4486 
11.2733 0.0666901 -85.7505 1 -0 0.0741075 -86.5593 0.0666901 94.2495 0.0741075 93.4407 
11.2993 0.0665374 -85.7602 1 -0 0.0739378 -86.5672 0.0665374 94.2398 0.0739378 93.4328 
11.3254 0.0663851 -85.77 1 -0 0.0737685 -86.5751 0.0663851 94.23 0.0737685 93.4249 
11.3515 0.0662331 -85.7797 1 -0 0.0735995 -86.5829 0.0662331 94.2203 0.0735995 93.4171 
11.3777 0.0660814 -85.7893 1 -0 0.0734309 -86.5908 0.0660814 94.2107 0.0734309 93.4092 
11.404 0.0659301 -85.799 1 -0 0.0732628 -86.5986 0.0659301 94.201 0.0732628 93.4014 
11.4303 0.0657791 -85.8086 1 -0 0.073095 -86.6064 0.0657791 94.1914 0.073095 93.3936 
11.4567 0.0656285 -85.8183 1 -0 0.0729276 -86.6141 0.0656285 94.1817 0.0729276 93.3859 
11.4831 0.0654782 -85.8278 1 -0 0.0727605 -86.6219 0.0654782 94.1722 0.0727605 93.3781 
11.5096 0.0653282 -85.8374 1 -0 0.0725939 -86.6297 0.0653282 94.1626 0.0725939 93.3703 
11.5362 0.0651786 -85.847 1 -0 0.0724276 -86.6374 0.0651786 94.153 0.0724276 93.3626 
11.5628 0.0650293 -85.8565 1 -0 0.0722617 -86.6451 0.0650293 94.1435 0.0722617 93.3549 
11.5895 0.0648804 -85.866 1 -0 0.0720961 -86.6528 0.0648804 94.134 0.0720961 93.3472 
11.6162 0.0647318 -85.8755 1 -0 0.071931 -86.6604 0.0647318 94.1245 0.071931 93.3396 
11.643 0.0645835 -85.8849 1 -0 0.0717662 -86.6681 0.0645835 94.1151 0.0717662 93.3319 
11.6699 0.0644356 -85.8944 1 -0 0.0716018 -86.6757 0.0644356 94.1056 0.0716018 93.3243 
11.6968 0.064288 -85.9038 1 -0 0.0714378 -86.6834 0.064288 94.0962 0.0714378 93.3166 
11.7238 0.0641408 -85.9132 1 -0 0.0712741 -86.691 0.0641408 94.0868 0.0712741 93.309 
11.7509 0.0639939 -85.9226 1 -0 0.0711108 -86.6986 0.0639939 94.0774 0.0711108 93.3014 
11.778 0.0638473 -85.9319 1 -0 0.0709479 -86.7061 0.0638473 94.0681 0.0709479 93.2939 
11.8052 0.063701 -85.9413 1 -0 0.0707853 -86.7137 0.063701 94.0587 0.0707853 93.2863 
11.8324 0.0635551 -85.9506 1 -0 0.0706232 -86.7212 0.0635551 94.0494 0.0706232 93.2788 
11.8597 0.0634095 -85.9599 1 -0 0.0704614 -86.7287 0.0634095 94.0401 0.0704614 93.2713 
11.8871 0.0632642 -85.9691 1 -0 0.0702999 -86.7362 0.0632642 94.0309 0.0702999 93.2638 
11.9145 0.0631193 -85.9784 1 -0 0.0701388 -86.7437 0.0631193 94.0216 0.0701388 93.2563 
11.942 0.0629747 -85.9876 1 -0 0.0699781 -86.7512 0.0629747 94.0124 0.0699781 93.2488 
11.9696 0.0628304 -85.9968 1 -0 0.0698178 -86.7586 0.0628304 94.0032 0.0698178 93.2414 
11.9972 0.0626865 -86.006 1 -0 0.0696578 -86.7661 0.0626865 93.994 0.0696578 93.2339 
12.0249 0.0625429 -86.0152 1 -0 0.0694982 -86.7735 0.0625429 93.9848 0.0694982 93.2265 
12.0526 0.0623996 -86.0243 1 -0 0.0693389 -86.7809 0.0623996 93.9757 0.0693389 93.2191 
12.0804 0.0622566 -86.0335 1 -0 0.06918 -86.7883 0.0622566 93.9665 0.06918 93.2117 
12.1083 0.062114 -86.0426 1 -0 0.0690215 -86.7956 0.062114 93.9574 0.0690215 93.2044 
12.1362 0.0619716 -86.0516 1 -0 0.0688633 -86.803 0.0619716 93.9484 0.0688633 93.197 
12.1642 0.0618296 -86.0607 1 -0 0.0687055 -86.8103 0.0618296 93.9393 0.0687055 93.1897 
12.1923 0.061688 -86.0697 1 -0 0.068548 -86.8176 0.061688 93.9303 0.068548 93.1824 
12.2204 0.0615466 -86.0788 1 -0 0.0683909 -86.8249 0.0615466 93.9212 0.0683909 93.1751 
12.2486 0.0614056 -86.0878 1 -0 0.0682342 -86.8322 0.0614056 93.9122 0.0682342 93.1678 
12.2769 0.0612649 -86.0967 1 -0 0.0680778 -86.8395 0.0612649 93.9033 0.0680778 93.1605 
12.3052 0.0611245 -86.1057 1 -0 0.0679217 -86.8467 0.0611245 93.8943 0.0679217 93.1533 
12.3336 0.0609844 -86.1146 1 -0 0.0677661 -86.8539 0.0609844 93.8854 0.0677661 93.1461 
12.3621 0.0608446 -86.1236 1 -0 0.0676107 -86.8612 0.0608446 93.8764 0.0676107 93.1388 
12.3906 0.0607052 -86.1325 1 -0 0.0674558 -86.8684 0.0607052 93.8675 0.0674558 93.1316 
12.4192 0.0605661 -86.1413 1 -0 0.0673011 -86.8755 0.0605661 93.8587 0.0673011 93.1245 
12.4479 0.0604273 -86.1502 1 -0 0.0671469 -86.8827 0.0604273 93.8498 0.0671469 93.1173 
12.4766 0.0602888 -86.159 1 -0 0.066993 -86.8899 0.0602888 93.841 0.066993 93.1101 
12.5054 0.0601506 -86.1678 1 -0 0.0668394 -86.897 0.0601506 93.8322 0.0668394 93.103 
12.5342 0.0600127 -86.1766 1 -0 0.0666862 -86.9041 0.0600127 93.8234 0.0666862 93.0959 
12.5632 0.0598752 -86.1854 1 -0 0.0665333 -86.9112 0.0598752 93.8146 0.0665333 93.0888 
12.5922 0.0597379 -86.1942 1 -0 0.0663808 -86.9183 0.0597379 93.8058 0.0663808 93.0817 
12.6212 0.059601 -86.2029 1 -0 0.0662286 -86.9254 0.059601 93.7971 0.0662286 93.0746 
12.6503 0.0594644 -86.2116 1 -0 0.0660768 -86.9324 0.0594644 93.7884 0.0660768 93.0676 
12.6795 0.0593281 -86.2203 1 -0 0.0659253 -86.9395 0.0593281 93.7797 0.0659253 93.0605 
12.7088 0.0591921 -86.229 1 -0 0.0657741 -86.9465 0.0591921 93.771 0.0657741 93.0535 
12.7381 0.0590564 -86.2376 1 -0 0.0656233 -86.9535 0.0590564 93.7624 0.0656233 93.0465 
12.7675 0.058921 -86.2463 1 -0 0.0654729 -86.9605 0.058921 93.7537 0.0654729 93.0395 
12.797 0.0587859 -86.2549 1 -0 0.0653228 -86.9675 0.0587859 93.7451 0.0653228 93.0325 
12.8265 0.0586512 -86.2635 1 -0 0.065173 -86.9744 0.0586512 93.7365 0.065173 93.0256 
12.8561 0.0585167 -86.2721 1 -0 0.0650236 -86.9813 0.0585167 93.7279 0.0650236 93.0187 
12.8858 0.0583826 -86.2806 1 -0 0.0648745 -86.9883 0.0583826 93.7194 0.0648745 93.0117 
12.9155 0.0582487 -86.2892 1 -0 0.0647257 -86.9952 0.0582487 93.7108 0.0647257 93.0048 
12.9453 0.0581152 -86.2977 1 -0 0.0645773 -87.0021 0.0581152 93.7023 0.0645773 92.9979 
12.9752 0.0579819 -86.3062 1 -0 0.0644292 -87.009 0.0579819 93.6938 0.0644292 92.991 
13.0051 0.057849 -86.3147 1 -0 0.0642815 -87.0158 0.057849 93.6853 0.0642815 92.9842 
13.0351 0.0577164 -86.3231 1 -0 0.0641341 -87.0227 0.0577164 93.6769 0.0641341 92.9773 
13.0652 0.057584 -86.3316 1 -0 0.063987 -87.0295 0.057584 93.6684 0.063987 92.9705 
13.0954 0.057452 -86.34 1 -0 0.0638403 -87.0363 0.057452 93.66 0.0638403 92.9637 
13.1256 0.0573203 -86.3484 1 -0 0.0636939 -87.0431 0.0573203 93.6516 0.0636939 92.9569 
13.1559 0.0571888 -86.3568 1 -0 0.0635478 -87.0499 0.0571888 93.6432 0.0635478 92.9501 
13.1862 0.0570577 -86.3652 1 -0 0.0634021 -87.0567 0.0570577 93.6348 0.0634021 92.9433 
13.2166 0.0569269 -86.3735 1 -0 0.0632567 -87.0634 0.0569269 93.6265 0.0632567 92.9366 
13.2471 0.0567963 -86.3818 1 -0 0.0631116 -87.0702 0.0567963 93.6182 0.0631116 92.9298 
13.2777 0.0566661 -86.3901 1 -0 0.0629669 -87.0769 0.0566661 93.6099 0.0629669 92.9231 
13.3083 0.0565362 -86.3984 1 -0 0.0628225 -87.0836 0.0565362 93.6016 0.0628225 92.9164 
13.3391 0.0564065 -86.4067 1 -0 0.0626784 -87.0903 0.0564065 93.5933 0.0626784 92.9097 
