f 1m 1f 2m 2f 3m 3f jL1m jL1f jL2m jL2f jV0300m jV0300f 
9539.59 30.0001 0.000796585 2 90 2 90 9.45402e-05 61.9282 4.20782e-05 -97.5938 3.00004 -179.998
9549.59 30.0001 0.00079575 2 90 2 90 9.44411e-05 61.9282 4.20341e-05 -97.5938 3.00004 -179.998
9559.6 30.0001 0.000794917 2 90 2 90 9.43422e-05 61.9282 4.19901e-05 -97.5938 3.00004 -179.998
9569.61 30.0001 0.000794085 2 90 2 90 9.42435e-05 61.9282 4.19462e-05 -97.5938 3.00004 -179.998
9579.62 30.0001 0.000793256 2 90 2 90 9.41451e-05 61.9282 4.19023e-05 -97.5939 3.00004 -179.998
9589.63 30.0001 0.000792428 2 90 2 90 9.40468e-05 61.9282 4.18586e-05 -97.5939 3.00004 -179.998
9599.64 30.0001 0.000791601 2 90 2 90 9.39487e-05 61.9282 4.1815e-05 -97.5939 3.00004 -179.998
9609.65 30.0001 0.000790777 2 90 2 90 9.38509e-05 61.9282 4.17714e-05 -97.5939 3.00004 -179.998
9619.66 30.0001 0.000789954 2 90 2 90 9.37532e-05 61.9282 4.17279e-05 -97.5939 3.00004 -179.998
9629.67 30.0001 0.000789133 2 90 2 90 9.36558e-05 61.9282 4.16846e-05 -97.5939 3.00004 -179.998
9639.68 30.0001 0.000788314 2 90 2 90 9.35586e-05 61.9282 4.16413e-05 -97.5939 3.00004 -179.998
9649.68 30.0001 0.000787496 2 90 2 90 9.34615e-05 61.9282 4.15981e-05 -97.5939 3.00004 -179.998
9659.69 30.0001 0.00078668 2 90 2 90 9.33647e-05 61.9282 4.1555e-05 -97.5939 3.00004 -179.998
9669.7 30.0001 0.000785866 2 90 2 90 9.3268e-05 61.9282 4.1512e-05 -97.5939 3.00004 -179.998
9679.71 30.0001 0.000785053 2 90 2 90 9.31716e-05 61.9282 4.14691e-05 -97.5939 3.00004 -179.998
9689.72 30.0001 0.000784242 2 90 2 90 9.30754e-05 61.9282 4.14262e-05 -97.5939 3.00004 -179.998
9699.73 30.0001 0.000783433 2 90 2 90 9.29793e-05 61.9282 4.13835e-05 -97.5939 3.00004 -179.998
9709.74 30.0001 0.000782625 2 90 2 90 9.28835e-05 61.9282 4.13408e-05 -97.5939 3.00004 -179.998
9719.75 30.0001 0.00078182 2 90 2 90 9.27878e-05 61.9282 4.12982e-05 -97.5939 3.00004 -179.998
9729.76 30.0001 0.000781015 2 90 2 90 9.26924e-05 61.9282 4.12558e-05 -97.5939 3.00004 -179.998
9739.77 30.0001 0.000780213 2 90 2 90 9.25971e-05 61.9282 4.12134e-05 -97.5939 3.00004 -179.998
9749.77 30.0001 0.000779412 2 90 2 90 9.25021e-05 61.9282 4.11711e-05 -97.5939 3.00004 -179.998
9759.78 30.0001 0.000778612 2 90 2 90 9.24072e-05 61.9282 4.11288e-05 -97.5939 3.00004 -179.998
9769.79 30.0001 0.000777815 2 90 2 90 9.23125e-05 61.9282 4.10867e-05 -97.5939 3.00004 -179.998
9779.8 30.0001 0.000777019 2 90 2 90 9.2218e-05 61.9282 4.10447e-05 -97.5939 3.00004 -179.998
9789.81 30.0001 0.000776224 2 90 2 90 9.21238e-05 61.9282 4.10027e-05 -97.5939 3.00004 -179.998
9799.82 30.0001 0.000775431 2 90 2 90 9.20297e-05 61.9282 4.09608e-05 -97.5939 3.00004 -179.998
9809.83 30.0001 0.00077464 2 90 2 90 9.19358e-05 61.9282 4.0919e-05 -97.5939 3.00004 -179.998
9819.84 30.0001 0.000773851 2 90 2 90 9.18421e-05 61.9282 4.08773e-05 -97.5939 3.00004 -179.998
9829.85 30.0001 0.000773063 2 90 2 90 9.17486e-05 61.9282 4.08357e-05 -97.5939 3.00004 -179.998
9839.86 30.0001 0.000772276 2 90 2 90 9.16552e-05 61.9282 4.07941e-05 -97.5939 3.00004 -179.998
9849.86 30.0001 0.000771492 2 90 2 90 9.15621e-05 61.9282 4.07527e-05 -97.5939 3.00004 -179.998
9859.87 30.0001 0.000770709 2 90 2 90 9.14691e-05 61.9282 4.07113e-05 -97.5939 3.00004 -179.998
9869.88 30.0001 0.000769927 2 90 2 90 9.13764e-05 61.9282 4.067e-05 -97.5939 3.00004 -179.998
9879.89 30.0001 0.000769147 2 90 2 90 9.12838e-05 61.9282 4.06288e-05 -97.5939 3.00004 -179.998
9889.9 30.0001 0.000768369 2 90 2 90 9.11914e-05 61.9282 4.05877e-05 -97.5939 3.00004 -179.998
9899.91 30.0001 0.000767592 2 90 2 90 9.10992e-05 61.9282 4.05467e-05 -97.5939 3.00004 -179.998
9909.92 30.0001 0.000766816 2 90 2 90 9.10072e-05 61.9282 4.05057e-05 -97.5939 3.00004 -179.998
9919.93 30.0001 0.000766043 2 90 2 90 9.09154e-05 61.9282 4.04649e-05 -97.5939 3.00004 -179.998
9929.94 30.0001 0.000765271 2 90 2 90 9.08238e-05 61.9282 4.04241e-05 -97.5939 3.00004 -179.998
9939.95 30.0001 0.0007645 2 90 2 90 9.07323e-05 61.9282 4.03834e-05 -97.5939 3.00004 -179.998
9949.95 30.0001 0.000763731 2 90 2 90 9.0641e-05 61.9281 4.03428e-05 -97.5939 3.00004 -179.998
9959.96 30.0001 0.000762963 2 90 2 90 9.055e-05 61.9281 4.03022e-05 -97.5939 3.00004 -179.998
9969.97 30.0001 0.000762198 2 90 2 90 9.0459e-05 61.9281 4.02617e-05 -97.5939 3.00004 -179.998
9979.98 30.0001 0.000761433 2 90 2 90 9.03683e-05 61.9281 4.02214e-05 -97.5939 3.00004 -179.998
9989.99 30.0001 0.00076067 2 90 2 90 9.02778e-05 61.9281 4.01811e-05 -97.5939 3.00004 -179.998
10000 30.0001 0.000759909 2 90 2 90 9.01874e-05 61.9281 4.01409e-05 -97.5939 3.00004 -179.998
