           t	          E1	          E2	          E3	          E4	     J_V0300	     J_V0400	
        1.36	         0.5	           1	           2	       -4.89	        -0.5	           0	
        1.36	         0.5	           1	           2	        -4.9	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.91	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.91	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.92	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.92	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.93	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.93	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.94	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.94	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.95	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.95	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.96	        -0.5	           0	
        1.36	         0.5	           1	           2	       -4.96	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.96	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.97	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.97	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.97	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.98	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.98	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.98	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.37	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.37	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	          -5	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.99	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.98	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.98	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.98	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.97	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.97	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.97	        -0.5	           0	
        1.38	         0.5	           1	           2	       -4.96	        -0.5	           0	
        1.39	         0.5	           1	           2	       -4.96	        -0.5	           0	
        1.39	         0.5	           1	           2	       -4.96	        -0.5	           0	
        1.39	         0.5	           1	           2	       -4.95	        -0.5	           0	
        1.39	         0.5	           1	           2	       -4.95	        -0.5	           0	
        1.39	         0.5	           1	           2	       -4.94	        -0.5	           0	
        1.39	         0.5	           1	           2	       -4.94	        -0.5	           0	
